history_day,hour,complete_at_slot,initial_soc,delta,value,J_E,J_E_plus_delta,seconds
155,0,22464,6000,100,0.47544444444443795,44058.612757872012,44011.068313427568,0.014421707004657947
154,6,22356,6000,100,0.76655555555560573,43557.430159099931,43480.774603544371,0.013930208995589055
154,12,22392,6000,100,0.80188888888893417,43962.836903795716,43882.648014906823,0.013736458990024403
154,18,22428,6000,100,1.2134700000000884,43534.411247323194,43413.064247323186,0.014264457990066148
156,0,22608,6000,100,0.39501000000000203,18551.187403826665,18511.686403826665,0.041871041990816593
155,6,22500,6000,100,0.78273522593342937,42414.37694987905,42336.103427285707,0.014032833001692779
155,12,22536,6000,100,0.80188888888893417,38030.820204361313,37950.631315472419,0.013255540994578041
155,18,22572,6000,100,1.2134699999999794,30040.3903396366,29919.043339636602,0.012095166006474756
157,0,22752,6000,100,0.39501000000003844,17546.255365655001,17506.754365654997,0.014170958995237015
156,6,22644,6000,100,0,19860.800085726649,19860.800085726649,0.012786166000296362
156,12,22680,6000,100,0.4901111111111095,20870.52687727601,20821.515766164899,0.013738292007474229
156,18,22716,6000,100,1.2125700000000144,21774.31619358934,21653.059193589339,0.013052167996647768
158,0,22896,6000,100,0.47544444444443795,40451.177254926108,40403.632810481664,0.016917707995162345
157,6,22788,6000,100,0,21338.130751105557,21338.130751105557,0.013559624989284202
157,12,22824,6000,100,0.45700000000000729,24325.613513639579,24279.913513639578,0.01299466700584162
157,18,22860,6000,100,1.2130439179499808,32112.287670674323,31990.983278879325,0.014911749996826984
159,0,23040,6000,100,0.47544444444443795,44282.032186650555,44234.487742206111,0.015783749986439943
158,6,22932,6000,100,0.75006000000001227,41077.257649736996,41002.251649736994,0.014867666002828628
158,12,22968,6000,100,0.80188888888886145,43121.902892704915,43041.714003816029,0.015549749994534068
158,18,23004,6000,100,1.2134700000000158,43895.728859093899,43774.381859093897,0.016079125009127893
160,0,23184,6000,100,0.47544444444443795,44371.258330257224,44323.71388581278,0.014598499983549118
159,6,23076,6000,100,0.77408393884994442,45193.355094648374,45115.946700763379,0.014015166001627222
159,12,23112,6000,100,0.80188888888893417,44734.968057708247,44654.779168819354,0.013679915995453484
159,18,23148,6000,100,1.2134700000000158,44142.380340682219,44021.033340682217,0.01459449999674689
161,0,23328,6000,100,0.47544444444443795,48121.283655191321,48073.739210746877,0.014347582997288555
160,6,23220,6000,100,0.78822000000000114,45412.959215854673,45334.137215854673,0.014067041003727354
160,12,23256,6000,100,0.80188888888893417,46572.647720922716,46492.458832033823,0.041294541006209329
160,18,23292,6000,100,1.213469999999943,47815.721332604917,47694.374332604923,0.014649040997028351
162,0,23472,6000,100,0.47544444444443795,45355.372148202652,45307.827703758208,0.014408499991986901
161,6,23364,6000,100,0.84797999999995222,49348.039096175802,49263.241096175807,0.014022124989423901
161,12,23400,6000,100,0.81233999999996742,46131.834372576668,46050.600372576671,0.013751916994806379
161,18,23436,6000,100,1.2134700000000158,45111.64989932593,44990.302899325929,0.014720626000780612
163,0,23616,6000,100,0.39501000000003844,17407.946469380004,17368.44546938,0.013890207992517389
162,6,23508,6000,100,0.78822000000000114,43716.132946874575,43637.310946874575,0.014283540993346833
162,12,23544,6000,100,0.81234000000004014,39654.79610038214,39573.562100382136,0.013578376005170867
162,18,23580,6000,100,1.2134700000000158,29582.499680675472,29461.15268067547,0.039278834010474384
164,0,23760,6000,100,0.39401999999998227,17328.516202224997,17289.114202224999,0.014989456991315819
163,6,23652,6000,100,0,18761.191822327077,18761.191822327077,0.012948083996889181
163,12,23688,6000,100,0,19324.814484469054,19324.814484469054,0.012589875012054108
163,18,23724,6000,100,1.2128616968999995,21268.733906367386,21147.447736677386,0.013504540984285995
165,0,23904,6000,100,0.47544444444451073,43615.517635643337,43567.973191198886,0.0154622090049088
164,6,23796,6000,100,0,21135.563788017716,21135.563788017716,0.013518207997549325
164,12,23832,6000,100,0,25274.256849054997,25274.256849054997,0.01296908401127439
164,18,23868,6000,100,1.2128145956999652,35570.657068960005,35449.375609390008,0.014921499998308718
166,0,24048,6000,100,0.47544444444443795,45338.486803365151,45290.942358920707,0.014767540997127071
165,6,23940,6000,100,0.78831000000005591,45062.058115602485,44983.22711560248,0.014268832994275726
165,12,23976,6000,100,0.81200000000004369,44446.314126274818,44365.114126274813,0.013941916011390276
165,18,24012,6000,100,1.2134700000000158,44853.025377838669,44731.678377838667,0.014885041979141533
167,0,24192,6000,100,0.47544444444443795,46751.048120841544,46703.5036763971,0.015071791000082158
166,6,24084,6000,100,0.78831000000005591,46336.787051129417,46257.956051129411,0.013933624999481253
166,12,24120,6000,100,0.81199999999997086,44903.642039288745,44822.442039288748,0.013447458986775018
166,18,24156,6000,100,1.2134700000000158,45916.805053373333,45795.458053373331,0.01377504100673832
168,0,24336,6000,100,0.47544444444443795,43808.432289542608,43760.887845098165,0.041044750003493391
167,6,24228,6000,100,0.78822000000000114,47709.240013678806,47630.418013678805,0.014154165997751988
167,12,24264,6000,100,0.81233999999996742,46440.561196976669,46359.327196976672,0.013673291003215127
167,18,24300,6000,100,1.2134700000000158,44005.977252885954,43884.630252885952,0.014646749987150542
169,0,24480,6000,100,0.47544444444443795,42436.529000236209,42388.984555791765,0.014931376004824415
168,6,24372,6000,100,0.7740899999999965,45011.373435268419,44933.964435268419,0.014218708005500957
168,12,24408,6000,100,0.80188888888886145,44255.456107689701,44175.267218800815,0.013464248986565508
168,18,24444,6000,100,1.213469999999943,41970.627597742881,41849.280597742887,0.014165625005261973
170,0,24624,6000,100,0.39402000000001863,16118.576618488332,16079.17461848833,0.013275917008286342
169,6,24516,6000,100,0.78822000000000114,40630.45052740736,40551.62852740736,0.041837707991362549
169,12,24552,6000,100,0.74377777777786835,36285.588716551109,36211.210938773322,0.013946209001005627
169,18,24588,6000,100,1.2134700000000158,29166.621474578787,29045.274474578786,0.014014792002853937
171,0,24768,6000,100,0.39479431309999202,15596.555090843332,15557.075659533333,0.01318270800402388
170,6,24660,6000,100,0,17923.971462757632,17923.971462757632,0.013326334010343999
170,12,24696,6000,100,0,18450.254584841994,18450.254584841994,0.012716041994281113
170,18,24732,6000,100,1.2125700000000144,20990.757985655331,20869.50098565533,0.012655166996410117
172,0,24912,6000,100,0.47544444444443795,41609.540689519483,41561.996245075039,0.014212125999620184
171,6,24804,6000,100,0,19451.867610498746,19451.867610498746,0.013401249991147779
171,12,24840,6000,100,0,22520.223277556361,22520.223277556361,0.012779417011188343
171,18,24876,6000,100,1.2125699999999779,32987.714838669752,32866.457838669754,0.014022041999851353
173,0,25056,6000,100,0.47544444444443795,41960.075116090011,41912.530671645567,0.014324083997053094
172,6,24948,6000,100,0.75977999999995516,42122.404410696479,42046.426410696484,0.014007042002049275
172,12,24984,6000,100,0.81199999999997086,42666.364685566114,42585.164685566117,0.01340141698892694
172,18,25020,6000,100,1.2134700000000884,41302.147493580182,41180.800493580173,0.014274375978857279
174,0,25200,6000,100,0.47544444444443795,47827.571780532962,47780.027336088518,0.014506583989714272
173,6,25092,6000,100,0.76763885732514614,42960.14288152595,42883.378995793435,0.014052540995180607
173,12,25128,6000,100,0.81199999999997086,46420.88461957642,46339.684619576423,0.013305624990607612
173,18,25164,6000,100,1.2134700000000158,47521.574582451671,47400.227582451669,0.014453750016400591
175,0,25344,6000,100,0.47544444444443795,43305.945982852762,43258.401538408318,0.013752041006227955
174,6,25236,6000,100,0.84933333333334304,48975.987655838253,48891.054322504919,0.014554249995853752
174,12,25272,6000,100,0.81199999999997086,45560.730563609992,45479.530563609995,0.013603208994027227
174,18,25308,6000,100,1.2134700000000158,43184.803048362315,43063.456048362314,0.04044120799517259
176,0,25488,6000,100,0.47544444444443795,41765.47827966966,41717.933835225216,0.0154167499858886
175,6,25380,6000,100,0.78830999999998308,44495.813005419084,44416.982005419086,0.013734790991293266
175,12,25416,6000,100,0.81199999999997086,43124.214750005922,43043.014750005925,0.012889625009847805
175,18,25452,6000,100,1.2134700000000158,41354.180568700031,41232.833568700029,0.013317834003828466
177,0,25632,6000,100,0.39402000000000043,15502.738841808332,15463.336841808332,0.013720083996304311
176,6,25524,6000,100,0.78830999999998308,40274.578225277779,40195.747225277781,0.014957667008275166
176,12,25560,6000,100,0.74762991496601894,35463.98622648164,35389.223234985038,0.014596124994568527
176,18,25596,6000,100,1.2134699999999794,29097.845350912572,28976.498350912574,0.014258374008932151
178,0,25776,6000,100,0.39499702458333558,15614.875493296668,15575.375790838334,0.014142916988930665
177,6,25668,6000,100,0,17053.776409050286,17053.776409050286,0.012411458985297941
177,12,25704,6000,100,0,17565.010423099666,17565.010423099666,0.012646417002542876
177,18,25740,6000,100,1.2125700000000144,20577.888622843002,20456.631622843001,0.012430333983502351
179,0,25920,6000,100,0.47544444444443795,42458.405646086539,42410.861201642096,0.040803791998769157
178,6,25812,6000,100,0,19722.388485246745,19722.388485246745,0.013339583005290478
178,12,25848,6000,100,0,24104.290911061664,24104.290911061664,0.012954915990121663
178,18,25884,6000,100,1.2125699999999779,33700.213779192411,33578.956779192413,0.014159875019686297
180,0,26064,6000,100,0.47544444444443795,43004.525889965094,42956.981445520651,0.014163332001771778
179,6,25956,6000,100,0.78822000000000114,43399.559923224879,43320.737923224879,0.013288458008901216
179,12,25992,6000,100,0.74425715291836236,43133.580215265392,43059.154499973556,0.012986125002498738
179,18,26028,6000,100,1.2134700000000158,42813.518995132748,42692.171995132747,0.013743291987339035
181,0,26208,6000,100,0.47544444444451073,49509.929287229243,49462.384842784792,0.01535470801172778
180,6,26100,6000,100,0.78822000000000114,45837.366095933437,45758.544095933437,0.013860749997547828
180,12,26136,6000,100,0.80188888888886145,44841.92094102886,44761.732052139974,0.013556999983848073
180,18,26172,6000,100,1.213469999999943,45467.977513260899,45346.630513260905,0.014318708999780938
182,0,26352,6000,100,0.47544444444443795,45762.842870696673,45715.29842625223,0.015302333005820401
181,6,26244,6000,100,0.78829471173332422,50698.418537057805,50619.589065884473,0.014563209013431333
181,12,26280,6000,100,0.80188888888893417,48239.965235073571,48159.776346184677,0.01449191699794028
181,18,26316,6000,100,1.213469999999943,45354.49858373501,45233.151583735016,0.01571958301065024
183,0,26496,6000,100,0.47544444444443795,50405.207879144415,50357.663434699971,0.015282333988579921
182,6,26388,6000,100,0.7665555555555329,46547.139490269656,46470.483934714102,0.01474254101049155
182,12,26424,6000,100,0.73333333333328488,47699.68449762556,47626.351164292231,0.014345582996611483
182,18,26460,6000,100,1.213469999999943,49754.966466400605,49633.619466400611,0.015628833003574982
184,0,26640,6000,100,0.39537000000000261,22152.312591163332,22112.775591163332,0.013309165995451622
183,6,26532,6000,100,0.78831000000005591,48753.602224094902,48674.771224094897,0.015409250001539476
183,12,26568,6000,100,0.80727469531557294,43757.391592234613,43676.664122703056,0.040552167993155308
183,18,26604,6000,100,1.213469999999943,34688.444223486462,34567.097223486468,0.014604917014366947
185,0,26784,6000,100,0.3955348674333436,22498.475886163335,22458.92239942,0.013001624989556149
184,6,26676,6000,100,0,23459.509988693335,23459.509988693335,0.01269874899298884
184,12,26712,6000,100,0,24206.480126969054,24206.480126969054,0.011910709014046006
184,18,26748,6000,100,1.213379999999961,26477.314685792386,26355.97668579239,0.01272754100500606
186,0,26928,6000,100,0.47544444444443795,50870.436547284327,50822.892102839884,0.015100542004802264
185,6,26820,6000,100,0,26365.561180724035,26365.561180724035,0.012926332987262867
185,12,26856,6000,100,0,30462.495583167336,30462.495583167336,0.012603041992406361
185,18,26892,6000,100,1.213379999999961,41987.928964901483,41866.590964901487,0.042141166006331332
187,0,27072,6000,100,0.47544444444443795,45960.496289315008,45912.951844870564,0.015302166983019561
186,6,26964,6000,100,0.78822000000000114,52011.091775445384,51932.269775445384,0.015228250020300038
186,12,27000,6000,100,0.81232608191116018,50857.156026690376,50775.92341849926,0.014650123994215392
186,18,27036,6000,100,1.2134700000000158,45784.679416403334,45663.332416403333,0.015892542010988109
188,0,27216,6000,100,0.47544444444443795,48257.005429466677,48209.460985022233,0.014978457984398119
187,6,27108,6000,100,0.7665555555555329,46624.347500061871,46547.691944506318,0.014981667001848109
187,12,27144,6000,100,0.74377777777779552,47665.519860764514,47591.142082986735,0.014598959009163082
187,18,27180,6000,100,1.2134700000000158,47682.548219816686,47561.201219816685,0.01600033399881795
189,0,27360,6000,100,0.47544444444443795,46703.390768940211,46655.846324495767,0.015309292008168995
188,6,27252,6000,100,0.7740899999999965,49202.284224762603,49124.875224762603,0.01513358298689127
188,12,27288,6000,100,0.69208421620001903,48414.459471455753,48345.251049835751,0.014766459004022181
188,18,27324,6000,100,1.2134700000000158,46565.70321288189,46444.356212881888,0.016092292004032061
190,0,27504,6000,100,0.47544444444451073,46368.775106125569,46321.230661681118,0.015577083016978577
189,6,27396,6000,100,0.77268026405348789,47475.725716933586,47398.457690528237,0.014823334000539035
189,12,27432,6000,100,0.80188888888886145,47582.362197286959,47502.173308398073,0.014469917005044408
189,18,27468,6000,100,1.2134700000000158,46001.583922587233,45880.236922587232,0.015483249997487292
191,0,27648,6000,100,0.3955500000000029,22113.885494626669,22074.330494626669,0.013758166998741217
190,6,27540,6000,100,0.77399999999994185,44732.392220228139,44654.992220228145,0.015003959008026868
190,12,27576,6000,100,0.74377777777786835,42343.387285575569,42269.009507797782,0.014525625010719523
190,18,27612,6000,100,1.2134700000000158,34721.902564776567,34600.555564776565,0.014149874012218788
192,0,27792,6000,100,0.39537000000000261,22479.781218555003,22440.244218555003,0.013384000994847156
191,6,27684,6000,100,0,23171.600622818663,23171.600622818663,0.040907874004915357
191,12,27720,6000,100,0,23912.60273060673,23912.60273060673,0.013413042004685849
191,18,27756,6000,100,1.2133800000000337,26137.877137993397,26016.539137993394,0.012905999014037661
193,0,27936,6000,100,0.47544444444443795,44370.831863379266,44323.287418934822,0.015616290998877957
192,6,27828,6000,100,0,26139.31297520173,26139.31297520173,0.012645041992072947
192,12,27864,6000,100,0,29691.287532584447,29691.287532584447,0.012597376000485383
192,18,27900,6000,100,1.213379999999961,35656.865193980921,35535.527193980924,0.014295874992967583
194,0,28080,6000,100,0.47544444444443795,45507.050545927123,45459.506101482679,0.015069499990204349
193,6,27972,6000,100,0.76655555555560573,45286.702313748814,45210.046758193253,0.015150999999605119
193,12,28008,6000,100,0.49588888888894872,45417.466303890753,45367.877415001858,0.041562917002011091
193,18,28044,6000,100,1.213469999999943,45024.366763603764,44903.01976360377,0.016050417005317286
195,0,28224,6000,100,0.47544444444443795,45786.128061708536,45738.583617264092,0.015264248999301344
194,6,28116,6000,100,0.7665555555555329,46091.686519103881,46015.030963548328,0.014631959013058804
194,12,28152,6000,100,0.7333333333333576,46306.634062780453,46233.300729447117,0.014009749997057952
194,18,28188,6000,100,1.213469999999943,45892.997187500187,45771.650187500192,0.015311292008846067
196,0,28368,6000,100,0.47544444444443795,45591.407648919885,45543.863204475441,0.015656124989618547
195,6,28260,6000,100,0.75977999999995516,46436.433815348319,46360.455815348323,0.015169959006016143
195,12,28296,6000,100,0.74444787284388436,47183.554240980717,47109.109453696328,0.014827373990556225
195,18,28332,6000,100,1.2134700000000158,45323.35598049988,45202.008980499879,0.043652209002175368
197,0,28512,6000,100,0.47544444444443795,46311.011236185499,46263.466791741055,0.015278708000550978
196,6,28404,6000,100,0.75978000000002799,46105.844702768423,46029.866702768421,0.015247749994159676
196,12,28440,6000,100,0.7333333333333576,47582.346350807296,47509.013017473961,0.016812375004519708
196,18,28476,6000,100,1.2134700000000158,45841.966167528837,45720.619167528836,0.016098790991236456
198,0,28656,6000,100,0.39537000000000261,21404.829281791666,21365.292281791666,0.013389499988988973
197,6,28548,6000,100,0.7740559596833918,44465.458150612089,44388.052554643749,0.014794208997045644
197,12,28584,6000,100,0.74377777777786835,41619.551141837277,41545.17336405949,0.014256666981964372
197,18,28620,6000,100,1.2134700000000158,34012.822778625588,33891.475778625587,0.014176166005199775
199,0,28800,6000,100,0.39500999999996567,22108.138419608331,22068.637419608334,0.013949875006801449
198,6,28692,6000,100,0,22881.853567000144,22881.853567000144,0.013269040995510295
198,12,28728,6000,100,0,23327.429656777924,23327.429656777924,0.012627083007828332
198,18,28764,6000,100,1.2133800000000337,25414.792030632925,25293.454030632922,0.012709167000139132
200,0,28944,6000,100,0.47544444444443795,45296.611651110448,45249.067206666004,0.043216332996962592
199,6,28836,6000,100,0,26020.129364238932,26020.129364238932,0.013204292001319118
199,12,28872,6000,100,0,29502.952111660743,29502.952111660743,0.013618333003250882
199,18,28908,6000,100,1.2133800000000337,37188.878638872113,37067.540638872109,0.014747791006811894
201,0,29088,6000,100,0.47544444444443795,46732.656659156506,46685.112214712062,0.015617583005223423
200,6,28980,6000,100,0.7665555555555329,46150.879750350381,46074.224194794828,0.015148250997299328
200,12,29016,6000,100,0.73333333333328488,46231.356046310451,46158.022712977123,0.01492012501694262
200,18,29052,6000,100,1.2134700000000158,46316.221198911502,46194.874198911501,0.016481459009810351
202,0,29232,6000,100,0.47544444444443795,46477.103600620292,46429.559156175848,0.015937625998049043
201,6,29124,6000,100,0.77400000000001457,47729.284007002345,47651.884007002343,0.041507418005494401
201,12,29160,6000,100,0.74377777777779552,47501.453195548005,47427.075417770226,0.014963750014430843
201,18,29196,6000,100,1.213469999999943,45943.38664964863,45822.039649648636,0.016695333004463464
203,0,29376,6000,100,0.47544444444443795,47089.631873919418,47042.087429474974,0.015809124000952579
202,6,29268,6000,100,0.76655555555560573,47070.147057399387,46993.491501843826,0.015722501004347578
202,12,29304,6000,100,0.80188888888893417,47780.511524671943,47700.32263578305,0.014645792005467229
202,18,29340,6000,100,1.2134700000000158,46655.701132376082,46534.35413237608,0.016503666993230581
204,0,29520,6000,100,0.47544444444443795,46588.785651354679,46541.241206910236,0.015379499978735112
203,6,29412,6000,100,0.77400000000001457,48190.737874356491,48113.33787435649,0.015108416002476588
203,12,29448,6000,100,0.74377777777779552,47056.79444968795,46982.41667191017,0.014616291999118403
203,18,29484,6000,100,1.2134700000000158,46780.991834469685,46659.644834469684,0.016447250993223861
205,0,29664,6000,100,0.39537000000000261,21115.781875490786,21076.244875490785,0.013337500000488944
204,6,29556,6000,100,0.75978000000002799,44397.958693494329,44321.980693494326,0.015359291995991953
204,12,29592,6000,100,0.80188888888886145,42789.939633118789,42709.750744229903,0.014902415976393968
204,18,29628,6000,100,1.2134700000000158,33378.775442762599,33257.428442762597,0.014296376000856981
206,0,29808,6000,100,0.39536999999996625,21419.75422154833,21380.217221548333,0.013639708995469846
205,6,29700,6000,100,0,22572.799587452348,22572.799587452348,0.013105458012432791
205,12,29736,6000,100,0,23230.367150028476,23230.367150028476,0.012525124999228865
205,18,29772,6000,100,1.2133799999999975,25607.38837807181,25486.05037807181,0.012741666010697372
207,0,29952,6000,100,0.47544444444443795,46489.743850832565,46442.199406388121,0.015735374996438622
206,6,29844,6000,100,0,25427.58256544582,25427.58256544582,0.013184250012272969
206,12,29880,6000,100,0,29951.23405333667,29951.23405333667,0.014391707998584025
206,18,29916,6000,100,1.2133800000000337,38176.764881559226,38055.426881559222,0.041763790984987281
208,0,30096,6000,100,0.47544444444443795,49070.158240025536,49022.613795581092,0.016069041987066157
207,6,29988,6000,100,0.78822000000000114,47355.320704955819,47276.498704955819,0.014898166991770267
207,12,30024,6000,100,0.74377777777786835,47357.326102322571,47282.948324544785,0.014771666988963261
207,18,30060,6000,100,1.2134700000000884,48615.576872462218,48494.229872462209,0.016680000015185215
209,0,30240,6000,100,0.47544444444443795,47645.01452705697,47597.470082612526,0.015870332994381897
208,6,30132,6000,100,0.78822000000000114,50214.004621196254,50135.182621196254,0.015517749998252839
208,12,30168,6000,100,0.80188888888886145,49017.458072553294,48937.269183664408,0.01528629100357648
208,18,30204,6000,100,1.213469999999943,47120.728729641967,46999.381729641973,0.016702624998288229
210,0,30384,6000,100,0.47544444444443795,46734.867443782234,46687.32299933779,0.043490041003678925
209,6,30276,6000,100,0.7740899999999965,48738.479635919575,48661.070635919576,0.015192082995781675
209,12,30312,6000,100,0.80188888888893417,47852.076888679781,47771.887999790888,0.014829042003839277
209,18,30348,6000,100,1.2134700000000884,46631.7345846889,46510.387584688891,0.016662916998029687
211,0,30528,6000,100,0.47544444444443795,47259.005806920504,47211.46136247606,0.015840749998460524
210,6,30420,6000,100,0.78822000000000114,47751.144424320904,47672.322424320904,0.014618332992540672
210,12,30456,6000,100,0.63133333333331398,46621.675793670562,46558.54246033723,0.015125040983548388
210,18,30492,6000,100,1.2134700000000158,46849.901540810512,46728.55454081051,0.016179666010430083
212,0,30672,6000,100,0.39501000000000203,20698.230857013332,20658.729857013332,0.012973959019291215
211,6,30564,6000,100,0.7740899999999965,45828.265240210807,45750.856240210807,0.014735000004293397
211,12,30600,6000,100,0.80188888888893417,42067.032078902972,41986.843190014079,0.01453750001383014
211,18,30636,6000,100,1.213469999999943,33526.642162947166,33405.295162947172,0.014097083985689096
213,0,30816,6000,100,0.39513009900001633,20564.762680825006,20525.249670925004,0.013473250015522353
212,6,30708,6000,100,0,21922.14218863317,21922.14218863317,0.012402831998770125
212,12,30744,6000,100,0,22455.312034092014,22455.312034092014,0.012713124990114011
212,18,30780,6000,100,1.2133800000000337,24988.844455612016,24867.506455612012,0.012953124984051101
214,0,30960,6000,100,0.47433333333334304,40614.944822115744,40567.511488782409,0.015753458006656729
213,6,30852,6000,100,0,24729.397369675062,24729.397369675062,0.012920959008624777
213,12,30888,6000,100,0,27592.654826428145,27592.654826428145,0.012407582995365374
213,18,30924,6000,100,1.2133799999999975,31495.200747453149,31373.862747453149,0.014388750001671724
215,0,31104,6000,100,0.47544444444443795,41740.384439439316,41692.839994994873,0.015762208990054205
214,6,30996,6000,100,0.75006000000008499,40778.146069156057,40703.140069156048,0.015354082992416807
214,12,31032,6000,100,0.36797859359998258,42562.721922531549,42525.924063171551,0.04213750000053551
214,18,31068,6000,100,1.2134700000000158,42112.627074424017,41991.280074424016,0.016175042008399032
216,0,31248,6000,100,0.47544444444443795,41280.342522725812,41232.798078281368,0.015687666003941558
215,6,31140,6000,100,0.75006000000001227,42142.782732989246,42067.776732989245,0.015117249989998527
215,12,31176,6000,100,0.50566666666665694,43739.038190441432,43688.471523774766,0.015106541002751328
215,18,31212,6000,100,1.2134700000000158,40975.645616908347,40854.298616908345,0.016284542012726888
217,0,31392,6000,100,0.47544444444443795,43419.606422031851,43372.061977587407,0.015317416997277178
216,6,31284,6000,100,0.75977999999995516,41688.445246700867,41612.467246700871,0.015228500007651746
216,12,31320,6000,100,0.49011111111118227,42405.406082106369,42356.39497099525,0.014938125008484349
216,18,31356,6000,100,1.2134700000000158,43083.103297475187,42961.756297475185,0.016349707002518699
218,0,31536,6000,100,0.474555555555562,40737.159851422781,40689.704295867225,0.015525333015830256
217,6,31428,6000,100,0.75365093339998568,43854.618377022387,43779.253283682388,0.015156333000049926
217,12,31464,6000,100,0.74377777777779552,45770.436081336855,45696.058303559075,0.01476779198856093
217,18,31500,6000,100,1.2134700000000158,40449.951565396674,40328.604565396672,0.043798582992167212
219,0,31680,6000,100,0.39537000000000261,20153.768365655003,20114.231365655003,0.012755875999573618
218,6,31572,6000,100,0.75978000000002799,38447.288779811941,38371.310779811938,0.01542275000247173
218,12,31608,6000,100,0.45699999999997087,37614.060088640173,37568.360088640176,0.01483133299916517
218,18,31644,6000,100,1.2134700000000158,33158.918450092584,33037.571450092582,0.014200999998138286
220,0,31824,6000,100,0.39537000000000261,20372.40070813167,20332.86370813167,0.014284832010162063
219,6,31716,6000,100,0,21430.146720387802,21430.146720387802,0.012279375005164184
219,12,31752,6000,100,0,22116.505064772577,22116.505064772577,0.012442249993910082
219,18,31788,6000,100,1.2133799999999975,24725.752114207571,24604.414114207571,0.013083665995509364
221,0,31968,6000,100,0.47544444444443795,41596.804884291581,41549.260439847138,0.015704584002378397
220,6,31860,6000,100,0,24349.666137511958,24349.666137511958,0.012951333003002219
220,12,31896,6000,100,0,27108.667690240349,27108.667690240349,0.012734584001009353
220,18,31932,6000,100,1.2133800000000701,32877.845452316578,32756.507452316571,0.015701748998253606
222,0,32112,6000,100,0.47544444444443795,41300.37281270048,41252.828368256036,0.042842457987717353
221,6,32004,6000,100,0.75005999999993944,41853.925175261371,41778.919175261377,0.014828040992142633
221,12,32040,6000,100,0.65295815443336325,44252.084632141312,44186.788816697976,0.014954500016756356
221,18,32076,6000,100,1.2134700000000158,40964.961201574268,40843.614201574266,0.015850291994865984
223,0,32256,6000,100,0.47544444444443795,43277.710755404325,43230.166310959881,0.015643583014025353
222,6,32148,6000,100,0.7665555555555329,41947.452965028999,41870.797409473445,0.01522633399872575
222,12,32184,6000,100,0.49011111111103672,42649.162456413476,42600.151345302373,0.01500870801100973
222,18,32220,6000,100,1.2134700000000158,42757.991515329326,42636.644515329324,0.016903958006878383
224,0,32400,6000,100,0.47544444444443795,41765.75968790261,41718.215243458166,0.015689958003349602
223,6,32292,6000,100,0.72828000000001336,43620.737643563378,43547.909643563376,0.015427707985509187
223,12,32328,6000,100,0.63133333333331398,44715.430483468401,44652.297150135069,0.015087583014974371
223,18,32364,6000,100,1.2134700000000158,41796.825814061944,41675.478814061942,0.016266749007627368
225,0,32544,6000,100,0.47544444444443795,42270.468735143404,42222.92429069896,0.015779458000906743
224,6,32436,6000,100,0.75006000000001227,42118.436316468535,42043.430316468533,0.042423167004017159
224,12,32472,6000,100,0.63133333333331398,43662.119894643511,43598.986561310179,0.015031208007712848
224,18,32508,6000,100,1.2134700000000158,41699.938627031734,41578.591627031732,0.01610124998842366
226,0,32688,6000,100,0.39551719136667091,20380.686635121667,20341.134915985,0.012587167002493516
225,6,32580,6000,100,0.76972470932094439,40482.50745247108,40405.534981538985,0.015532457997323945
225,12,32616,6000,100,0.49588888888887594,38485.013086168117,38435.42419727923,0.014504375983960927
225,18,32652,6000,100,1.2134700000000158,33509.38764836645,33388.040648366448,0.014644375987700187
227,0,32832,6000,100,0.39537000000000261,20479.949538215002,20440.412538215001,0.012768749002134427
226,6,32724,6000,100,0,21592.386672094464,21592.386672094464,0.012634333004825749
226,12,32760,6000,100,0,22205.343029458658,22205.343029458658,0.01359712501289323
226,18,32796,6000,100,1.213379999999961,24743.409038465325,24622.071038465328,0.012688458999036811
228,0,32976,6000,100,0.474555555555562,40815.331056096795,40767.875500541239,0.015500998997595161
227,6,32868,6000,100,0,24400.932993710416,24400.932993710416,0.012628415992367081
227,12,32904,6000,100,0,27554.077638558148,27554.077638558148,0.042207249003695324
227,18,32940,6000,100,1.2133800000000337,32138.249339378894,32016.91133937889,0.014715251003508456
229,0,33120,6000,100,0.47544444444443795,41389.879097478282,41342.334653033839,0.015393041001516394
228,6,33012,6000,100,0.75797877780001732,41330.59268142462,41254.794803644618,0.015184459000010975
228,12,33048,6000,100,0.4901111111111095,43324.626681479451,43275.61557036834,0.044825625998782925
228,18,33084,6000,100,1.2134700000000158,41285.364932521617,41164.017932521616,0.017190875005326234
230,0,33264,6000,100,0.47466666666667151,41285.148889271062,41237.682222604395,0.015619290992617607
229,6,33156,6000,100,0.7665555555555329,41982.543953838896,41905.888398283343,0.015005792010924779
229,12,33192,6000,100,0.50566666666665694,43121.100863214022,43070.534196547356,0.014964041009079665
229,18,33228,6000,100,1.2134700000000158,40685.583841980551,40564.23684198055,0.015981708987965249
231,0,33408,6000,100,0.47544444444443795,44633.604617772471,44586.060173328027,0.015776833999552764
230,6,33300,6000,100,0.75005999999993944,41462.796457869015,41387.790457869021,0.015219124994473532
230,12,33336,6000,100,0.4962699010221695,44731.680057619582,44682.053067517365,0.014907625009072945
230,18,33372,6000,100,1.213469999999943,44525.22666573248,44403.879665732486,0.016414251003880054
232,0,33552,6000,100,0.47544444444443795,41812.998091708425,41765.453647263981,0.015506624011322856
231,6,33444,6000,100,0.78190988478338108,45795.901384202909,45717.710395724571,0.015530167001998052
