requirement_id,section,source_line,source_text,implementation_symbols,code_locations,acceptance,status
Q3-L1642,3.17,1642,紧急购电与未利用剩余电量分别为,optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1644,3.17,1644,\[,optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1645,3.17,1645,"\boxed{q_{t,s}^{\mathrm{em}}=z_{t,s}^{+}-r_{t,s},}",optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1646,3.17,1646,\],optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1648,3.17,1648,\[,optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1649,3.17,1649,"\boxed{u_{t,s}=z_{t,s}^{-}-c_{t,s}.}",optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1650,3.17,1650,\],optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1652,3.17,1652,因此，每个节点在给定有限场景集后均形成有限场景确定性等价 MILP，可由成熟整数规划求解器获得全局最优解。这里的“全局最优”仅指**给定场景集和参数化反馈策略类下的 MILP 子问题**，不扩大为完整四阶段随机控制问题的全局最优。,optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1654,3.17,1654,---,optimization.scheduled_cost;optimization.add_path;optimization.solve,src/q3/optimization.py:54;src/q3/optimization.py:73;src/q3/optimization.py:135,test_exact_milp_matches_fixed_min;test_settlement_cancellation_and_repeated_proxy,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1656,3.18,1656,# 3.18 实际执行与最终生效购电量,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1658,3.18,1658,"实际运行中，每个后续节点只把当前 committed block 的购电决策锁定为最终执行量；\(\mathcal P_{d,k}\) 和 \(\mathcal C_{d,k}\) 内的 \(\widetilde g\) 均为前瞻代理，不直接进入真实结算。",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1660,3.18,1660,因此当天最终生效购电量为：,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1662,3.18,1662,\[,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1663,3.18,1663,\boxed{,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1664,3.18,1664,"g_{d,t}^{\mathrm{eff}}",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1665,3.18,1665,=,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1666,3.18,1666,\begin{cases},rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1667,3.18,1667,"g_{d,t}^{0},&0{:}00\le t<6{:}00,\\",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1668,3.18,1668,"g_{d,t}^{(6)},&6{:}00\le t<12{:}00,\\",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1669,3.18,1669,"g_{d,t}^{(12)},&12{:}00\le t<18{:}00,\\",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1670,3.18,1670,"g_{d,t}^{(18)},&18{:}00\le t<24{:}00.",rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1671,3.18,1671,\end{cases},rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1672,3.18,1672,},rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1673,3.18,1673,\],rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1675,3.18,1675,例如 \(15{:}00\) 时段在 \(6{:}00\) 节点会有一个前瞻代理量 \(\widetilde g_{15{:}00}^{(6)}\)，但它并未在 \(6{:}00\) 被按真实 adjustment cost 结算。到 \(12{:}00\) 后，模型重新计算并锁定 \(g_{15{:}00}^{(12)}\)，后者才是该时段真正生效并相对 \(g_{15{:}00}^{0}\) 单次结算的购电量。,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1677,3.18,1677,这种定义与本文采用的“最终生效量相对 \(0{:}00\) 原计划单次结算”口径完全一致，也消除了旧版本中“临时计划在优化目标中被收费、最终结算却不收费”的时间不一致。,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1679,3.18,1679,---,rolling.run_day,src/q3/rolling.py:92,test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1681,3.19,1681,# 3.19 附件 2 真实逐 10 min 回放,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1683,3.19,1683,随机场景只用于规划，最终结果必须使用附件 2 的真实负荷与真实光伏逐 10 min 回放：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1685,3.19,1685,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1686,3.19,1686,"L_{d,t}^{\mathrm{real}},",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1687,3.19,1687,\qquad,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1688,3.19,1688,"P_{d,t}^{PV,\mathrm{real}}.",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1689,3.19,1689,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1691,3.19,1691,定义真实净负荷电量：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1693,3.19,1693,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1694,3.19,1694,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1695,3.19,1695,"n_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1696,3.19,1696,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1697,3.19,1697,\Delta t\left(,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1698,3.19,1698,"L_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1699,3.19,1699,-,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1700,3.19,1700,"P_{d,t}^{PV,\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1701,3.19,1701,\right).,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1702,3.19,1702,},physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1703,3.19,1703,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1705,3.19,1705,设当前时段最近一次信息节点为 \(k(t)\)，则,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1707,3.19,1707,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1708,3.19,1708,"x_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1709,3.19,1709,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1710,3.19,1710,"n_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1711,3.19,1711,-,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1712,3.19,1712,"g_{d,t}^{\mathrm{eff}}.",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1713,3.19,1713,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1715,3.19,1715,实际充放电按最近节点已冻结的反馈参数执行：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1717,3.19,1717,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1718,3.19,1718,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1719,3.19,1719,"r_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1720,3.19,1720,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1721,3.19,1721,\min\left\{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1722,3.19,1722,"\bar r_{d,t}^{(k(t))},",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1723,3.19,1723,"[x_{d,t}^{\mathrm{real}}]_+,",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1724,3.19,1724,"\eta_d(E_{d,t-1}^{\mathrm{real}}-E_{\min})",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1725,3.19,1725,"\right\},",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1726,3.19,1726,},physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1727,3.19,1727,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1729,3.19,1729,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1730,3.19,1730,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1731,3.19,1731,"c_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1732,3.19,1732,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1733,3.19,1733,\min\left\{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1734,3.19,1734,"\bar c_{d,t}^{(k(t))},",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1735,3.19,1735,"[-x_{d,t}^{\mathrm{real}}]_+,",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1736,3.19,1736,"\frac{E_{\max}-E_{d,t-1}^{\mathrm{real}}}{\eta_c}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1737,3.19,1737,\right\}.,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1738,3.19,1738,},physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1739,3.19,1739,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1741,3.19,1741,真实紧急购电：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1743,3.19,1743,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1744,3.19,1744,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1745,3.19,1745,"q_{d,t}^{\mathrm{em,real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1746,3.19,1746,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1747,3.19,1747,\left[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1748,3.19,1748,"n_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1749,3.19,1749,-,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1750,3.19,1750,"g_{d,t}^{\mathrm{eff}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1751,3.19,1751,-,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1752,3.19,1752,"r_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1753,3.19,1753,\right]_+.,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1754,3.19,1754,},physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1755,3.19,1755,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1757,3.19,1757,真实未利用剩余电量：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1759,3.19,1759,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1760,3.19,1760,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1761,3.19,1761,"u_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1762,3.19,1762,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1763,3.19,1763,\left[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1764,3.19,1764,"g_{d,t}^{\mathrm{eff}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1765,3.19,1765,"+r_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1766,3.19,1766,"-n_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1767,3.19,1767,"-c_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1768,3.19,1768,\right]_+.,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1769,3.19,1769,},physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1770,3.19,1770,\],physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1772,3.19,1772,"同样，\(u_{d,t}^{\mathrm{real}}\) 是 spill energy，不强行解释为纯弃光。",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1774,3.19,1774,真实 SOC：,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1776,3.19,1776,\[,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1777,3.19,1777,\boxed{,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1778,3.19,1778,"E_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1779,3.19,1779,=,physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1780,3.19,1780,"E_{d,t-1}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1781,3.19,1781,"+0.9c_{d,t}^{\mathrm{real}}",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L1782,3.19,1782,"-\frac{r_{d,t}^{\mathrm{real}}}{0.9}.",physics.replay;rolling.frame_for,src/q3/physics.py:22;src/q3/rolling.py:28,test_energy_balance_saturation;test_real_day_rollout_and_template,implemented; bounded-tests-only; full-numerical-evaluation-not-run
