origin,horizon,slot,forecast_net_kwh,actual_net_kwh,error_kwh
2025-09-10,1,31,612.65447815906941,627.33058333333327,14.676105174263853
2025-09-10,1,32,616.67293633306178,624.05449999999996,7.3815636669381774
2025-09-10,1,33,614.43216209757202,607.61500000000001,-6.8171620975720089
2025-09-10,1,34,599.9665059431519,609.05103333333329,9.0845273901813925
2025-09-10,1,35,662.34797940824546,670.04191666666668,7.6939372584212151
2025-09-10,1,36,755.16499316081172,740.55374999999992,-14.611243160811796
2025-09-10,1,37,716.20404040387155,730.05798333333325,13.853942929461709
2025-09-10,1,38,660.5471236812599,674.98368333333337,14.43655965207347
2025-09-10,1,39,605.54102675114962,617.79458333333343,12.253556582183819
2025-09-10,1,40,555.58601707753166,568.00081666666665,12.414799589134986
2025-09-10,1,41,493.8257168785388,512.23963333333324,18.413916454794446
2025-09-10,1,42,430.64154256458045,446.55166666666668,15.910124102086229
2025-09-10,1,43,370.84792647925923,381.74459999999999,10.896673520740762
2025-09-10,1,44,316.82602504180409,327.02671666666674,10.200691624862657
2025-09-10,1,45,262.00338601795465,259.84833333333336,-2.1550526846212961
2025-09-10,1,46,177.32528956822321,173.64096666666674,-3.6843229015564702
2025-09-10,1,47,220.93119381291089,238.50778333333338,17.576589520422488
2025-09-10,1,48,386.70151019158857,395.30124999999998,8.5997398084114138
2025-09-10,1,49,344.45603064535135,401.23315000000002,56.777119354648676
2025-09-10,1,50,260.24404682211571,367.64106666666675,107.39701984455104
2025-09-10,1,51,198.82397806868417,352.77999999999992,153.95602193131575
2025-09-10,1,52,145.24471017500005,286.34026666666676,141.09555649166671
2025-09-10,1,53,97.94604407668173,164.89229999999998,66.946255923318247
2025-09-10,1,54,36.560669861830171,63.58583333333339,27.02516347150322
2025-09-10,1,55,1.8904118922018824,62.726816666666764,60.836404774464881
2025-09-10,1,56,-42.611691280380306,29.303966666666685,71.915657947046995
2025-09-10,1,57,-80.721338107798147,-61.305833333333339,19.415504774464807
2025-09-10,1,58,-110.46766845124345,-107.91414999999991,2.5535184512435478
2025-09-10,1,59,-146.31639965195305,-152.96934999999999,-6.652950348046943
2025-09-10,1,60,-190.02979228941467,-216.64458333333337,-26.6147910439187
2025-09-10,1,61,-225.94663784834816,-262.63731666666655,-36.690678818318389
2025-09-10,1,62,-256.63632207705388,-270.88658333333342,-14.250261256279543
2025-09-10,1,63,-295.96090995719169,-277.68000000000001,18.280909957191682
2025-09-10,1,64,-330.96501523127245,-335.72519999999986,-4.760184768727413
2025-09-10,1,65,-360.44280999514348,-362.07488333333339,-1.6320733381899117
2025-09-10,1,66,-371.54231834423928,-357.18625000000003,14.356068344239247
2025-09-10,1,67,-360.43931150432201,-400.55026666666646,-40.110955162344453
2025-09-10,1,68,-359.80486985790168,-420.61426666666648,-60.809396808764802
2025-09-10,1,69,-378.03426827663981,-406.06458333333347,-28.030315056693667
2025-09-10,1,70,-397.99579325120823,-428.57143333333323,-30.575640082125005
2025-09-10,1,71,-432.52479560766989,-494.06233333333347,-61.537537725663583
2025-09-10,1,72,-503.40482076817244,-579.64041666666651,-76.235595898494068
2025-09-10,1,73,-473.69104415830617,-638.28146666666669,-164.59042250836052
2025-09-10,1,74,-460.35298855973406,-580.28835000000015,-119.93536144026609
2025-09-10,1,75,-477.30899130296228,-502.11500000000007,-24.806008697037782
2025-09-10,1,76,-456.34488939833028,-592.83998333333329,-136.49509393500301
2025-09-10,1,77,-394.42882097617411,-636.52025000000015,-242.09142902382604
2025-09-10,1,78,-370.00891439420502,-569.9595833333334,-199.95066893912838
2025-09-10,1,79,-362.69129455021601,-535.70510000000013,-173.01380544978412
2025-09-10,1,80,-341.24689986384755,-479.08741666666657,-137.84051680281902
2025-09-10,1,81,-314.77886316392051,-394.89499999999981,-80.116136836079306
2025-09-10,1,82,-284.33618297032672,-350.19825000000009,-65.862067029673369
2025-09-10,1,83,-252.23740437176488,-297.61916666666667,-45.38176229490179
2025-09-10,1,84,-215.9498748726763,-222.20458333333332,-6.2547084606570138
2025-09-10,1,85,-171.38937579001686,-166.62564999999995,4.7637257900169061
2025-09-10,1,86,-139.13033979406509,-153.39139999999998,-14.261060205934882
2025-09-10,1,87,-104.52715510018758,-152.71000000000004,-48.182844899812451
2025-09-10,1,88,-34.083674201212794,-105.52778333333329,-71.444109132120502
2025-09-10,1,89,29.975934177699099,-22.74388333333339,-52.719817511032488
2025-09-10,1,90,45.859023868255768,51.012083333333372,5.1530594650776038
2025-09-10,1,91,88.861181928033602,77.829783333333282,-11.03139859470032
2025-09-10,1,92,149.7396299272491,108.12703333333336,-41.61259659391574
2025-09-10,1,93,200.11091000505303,181.09583333333345,-19.015076671719584
2025-09-10,1,94,257.36053484622153,288.29980000000006,30.939265153778535
2025-09-10,1,95,326.92923599190152,367.61359999999996,40.684364008098441
2025-09-10,1,96,392.84685557474774,409.89041666666662,17.043561091918889
2025-09-10,1,97,448.13450531485802,458.89701666666673,10.762511351808712
2025-09-10,1,98,495.73914753972662,506.98569999999995,11.246552460273335
2025-09-10,1,99,535.57616268599088,557.09083333333331,21.514670647342427
2025-09-10,1,100,608.30081795829176,628.02560000000005,19.724782041708295
2025-09-10,1,101,682.53528754152046,705.29391666666652,22.758629125146058
2025-09-10,1,102,703.13193775157663,761.74125000000004,58.609312248423407
2025-09-10,1,103,755.25252524664108,786.35948333333329,31.106958086692202
2025-09-10,1,104,800.07142576170133,845.20446666666658,45.133040904965242
2025-09-10,1,105,858.32618384186515,937.55166666666673,79.225482824801588
2025-09-10,1,106,984.37750314085577,974.0979000000001,-10.27960314085567
2025-09-10,1,107,932.9944844546344,864.84226666666655,-68.152217787967857
2025-09-10,1,108,753.69310979086947,731.04250000000002,-22.650609790869453
2025-09-10,1,109,789.17302909320699,795.87441666666666,6.7013875734596695
2025-09-10,1,110,812.8707940722428,855.72744999999998,42.856655927757174
2025-09-10,1,111,786.21504639754528,822.86166666666668,36.646620269121399
2025-09-10,1,112,802.83827268154027,789.90079999999989,-12.937472681540385
2025-09-10,1,113,803.66415252017634,763.42835000000002,-40.235802520176321
2025-09-10,1,114,808.11913801312858,754.15500000000009,-53.96413801312849
2025-09-10,1,115,803.95060605585206,783.47561666666672,-20.474989389185339
2025-09-10,1,116,803.69411465523046,796.38608333333332,-7.3080313218971469
2025-09-10,1,117,798.61544202772268,776.2833333333333,-22.332108694389376
2025-09-10,1,118,814.36528469692803,764.78734999999995,-49.577934696928082
2025-09-10,1,119,839.98260891587904,800.72249999999997,-39.260108915879073
2025-09-10,1,120,836.90420784270111,839.40500000000009,2.5007921572989744
2025-09-10,1,121,836.90399015562627,801.37458333333336,-35.529406822292913
2025-09-10,1,122,812.15398730858851,790.9590833333333,-21.194903975255215
2025-09-10,1,123,783.38255899489229,828.78166666666664,45.399107671774345
2025-09-10,1,124,805.8792073130644,830.10803333333331,24.228826020268912
2025-09-10,1,125,826.50949289029404,810.63046666666662,-15.87902622362742
2025-09-10,1,126,803.44043610931442,804.29166666666663,0.85123055735220987
2025-09-10,1,127,803.04752192197554,822.75545,19.707928078024452
2025-09-10,1,128,776.22425104640604,824.30751666666663,48.08326562026059
2025-09-10,1,129,762.00291465430234,812.54666666666662,50.54375201236428
2025-09-10,1,130,803.06369658036567,813.63901666666663,10.575320086300962
2025-09-10,1,131,725.83124362825504,718.83038333333332,-7.000860294921722
2025-09-10,1,132,599.65355155560167,591.47500000000002,-8.1785515556016435
2025-09-10,1,133,621.9090240640511,615.28306666666674,-6.6259573973843544
2025-09-10,1,134,637.57813679119408,637.66565000000003,0.087513208805944487
2025-09-10,1,135,590.95048083733889,606.35166666666669,15.401185829327801
2025-09-10,1,136,587.65360248202535,614.77350000000001,27.119897517974664
2025-09-10,1,137,610.60663165616825,597.61513333333335,-12.9914983228349
2025-09-10,1,138,643.98703019587663,563.49000000000001,-80.497030195876619
2025-09-10,1,139,637.47990853449789,595.56450000000007,-41.915408534497828
2025-09-10,1,140,617.19820434401834,616.68078333333335,-0.51742101068498414
2025-09-10,1,141,612.21649288482342,602.40333333333331,-9.8131595514901164
2025-09-10,1,142,616.92712429967264,596.91073333333327,-20.016390966339372
2025-09-10,1,143,597.54868558082694,546.36073333333331,-51.187952247493627
2025-09-10,1,144,522.80721833276982,458.28999999999996,-64.517218332769858
2025-09-10,2,1,443.81325678856166,413.19851666666665,-30.614740121895011
2025-09-10,2,2,438.55628679389065,433.46329999999995,-5.0929867938907023
2025-09-10,2,3,440.45248497097106,473.53500000000003,33.082515029028968
2025-09-10,2,4,433.88271461936932,463.04746666666665,29.164752047297327
2025-09-10,2,5,435.77564277484657,440.43046666666669,4.654823891820115
2025-09-10,2,6,444.96769216231883,433.24166666666662,-11.726025495652209
2025-09-10,2,7,437.33220003928324,430.27945,-7.0527500392832394
2025-09-10,2,8,434.44917342218014,420.66050000000001,-13.788673422180125
2025-09-10,2,9,434.93535124961159,411.43333333333334,-23.502017916278248
2025-09-10,2,10,424.47151666945319,417.27629999999999,-7.1952166694532025
2025-09-10,2,11,435.75741684156401,415.50810000000001,-20.249316841563996
2025-09-10,2,12,438.85289133134307,415.56999999999999,-23.28289133134308
2025-09-10,2,13,438.63622169854648,447.39076666666665,8.7545449681201717
2025-09-10,2,14,436.34038532717312,459.20663333333329,22.866248006160163
2025-09-10,2,15,441.82935499645782,446.0333333333333,4.2039783368754797
2025-09-10,2,16,437.42033672441158,453.28794999999997,15.867613275588383
2025-09-10,2,17,436.38145857864214,458.55241666666666,22.17095808802452
2025-09-10,2,18,438.25466651651567,449.02333333333331,10.768666816817642
2025-09-10,2,19,444.39351209288446,438.12365,-6.2698620928844662
2025-09-10,2,20,444.37052185367753,434.39761666666664,-9.9729051870108947
2025-09-10,2,21,437.39734648520471,433.11166666666668,-4.2856798185380285
2025-09-10,2,22,430.83366298544519,428.52890000000002,-2.3047629854451657
2025-09-10,2,23,434.06657901013841,455.01603333333333,20.949454323194914
2025-09-10,2,24,437.64288897958915,490.76666666666665,53.123777687077506
2025-09-10,2,25,453.15583627062773,475.09511666666668,21.939280396038953
2025-09-10,2,26,448.05010754960421,454.92948333333334,6.8793757837291309
2025-09-10,2,27,447.21305309919916,455.23499999999996,8.0219469008007991
2025-09-10,2,28,448.46400143516945,455.25971666666669,6.7957152314972404
2025-09-10,2,29,447.14495489109044,450.26929999999999,3.1243451089095515
2025-09-10,2,30,446.69070828452249,450.75166666666672,4.0609583821442357
2025-09-10,2,31,447.95351669745941,465.14000000000004,17.186483302540637
2025-09-10,2,32,452.83658410365484,453.99559999999997,1.1590158963451245
2025-09-10,2,33,449.72909354790664,423.72666666666669,-26.002426881239955
2025-09-10,2,34,437.39734648520471,421.46350000000001,-15.933846485204697
2025-09-10,2,35,451.27592292962595,432.10823333333337,-19.167689596292576
2025-09-10,2,36,421.2245780259554,418.78874999999994,-2.435828025955459
2025-09-10,2,37,381.27484341312737,369.81171666666665,-11.463126746460716
2025-09-10,2,38,354.80621564559948,332.9305333333333,-21.875682312266179
2025-09-10,2,39,278.78090634645974,304.78166666666669,26.00076032020695
2025-09-10,2,40,215.69118395404095,245.04071666666667,29.349532712625717
2025-09-10,2,41,158.41219540153051,225.48045000000002,67.068254598469508
2025-09-10,2,42,178.14913165818848,229.36125000000001,51.212118341811532
2025-09-10,2,43,103.94114650243743,166.1592333333333,62.218086830895871
2025-09-10,2,44,-10.001100602033981,114.95698333333333,124.95808393536731
2025-09-10,2,45,-66.008404108738432,100.33,166.33840410873842
2025-09-10,2,46,-96.810254002439322,57.933916666666619,154.74417066910593
2025-09-10,2,47,-115.87378236031259,-37.11869999999999,78.755082360312599
2025-09-10,2,48,-168.40772972079844,-145.39083333333329,23.016896387465152
2025-09-10,2,49,-229.7357339329194,-201.58996666666667,28.145767266252733
2025-09-10,2,50,-283.01379522521239,-248.67456666666658,34.339228558545813
2025-09-10,2,51,-333.88726774632352,-315.12583333333333,18.761434412990184
2025-09-10,2,52,-415.69149079951563,-380.40214999999995,35.289340799515685
2025-09-10,2,53,-439.22126641877117,-399.36976666666669,39.851499752104473
2025-09-10,2,54,-425.05826807036073,-389.30749999999995,35.750768070360778
2025-09-10,2,55,-445.25975008847439,-412.95069999999993,32.309050088474464
2025-09-10,2,56,-489.71451119492031,-444.69676666666669,45.017744528253615
2025-09-10,2,57,-517.98588927445564,-486.76458333333329,31.221305941122353
2025-09-10,2,58,-529.68745176842287,-566.64103333333333,-36.953581564910451
2025-09-10,2,59,-564.12464357756539,-613.76893333333339,-49.644289755768
2025-09-10,2,60,-635.64993903530092,-612.16458333333333,23.485355701967592
2025-09-10,2,61,-677.03550905910186,-614.26086666666663,62.774642392435226
2025-09-10,2,62,-707.5689849766718,-627.17355000000009,80.395434976671709
2025-09-10,2,63,-738.9993034198892,-636.28958333333333,102.70972008655588
2025-09-10,2,64,-778.16699986289859,-635.64173333333326,142.52526652956533
2025-09-10,2,65,-813.68059365543616,-686.79343333333327,126.88716032210289
2025-09-10,2,66,-834.98436542414368,-751.13541666666686,83.848948757476819
2025-09-10,2,67,-808.28115968167424,-730.82111666666663,77.460043015007614
2025-09-10,2,68,-806.74221128340139,-752.40689999999995,54.335311283401438
2025-09-10,2,69,-839.13312635708826,-834.0233333333332,5.1097930237550599
2025-09-10,2,70,-843.12798786785231,-859.47339999999997,-16.345412132147658
2025-09-10,2,71,-846.30426354507074,-838.84578333333332,7.4584802117374238
2025-09-10,2,72,-876.57144546974553,-823.35041666666677,53.221028803078752
2025-09-10,2,73,-918.50052727644254,-843.3222833333333,75.178243943109237
2025-09-10,2,74,-924.75107651532869,-820.24719999999991,104.50387651532878
2025-09-10,2,75,-877.73686486660972,-774.85749999999996,102.87936486660976
2025-09-10,2,76,-842.67868049143988,-808.01746666666679,34.661213824773085
2025-09-10,2,77,-823.33855602198912,-838.67716666666672,-15.338610644677601
2025-09-10,2,78,-818.54011813279158,-823.83500000000004,-5.2948818672084599
2025-09-10,2,79,-815.81658004732071,-792.90260000000001,22.913980047320706
2025-09-10,2,80,-803.52517935728122,-728.24621666666678,75.278962690614435
2025-09-10,2,81,-761.42863867446033,-667.16458333333333,94.264055341127005
2025-09-10,2,82,-715.52978114921882,-682.99781666666661,32.531964482552212
2025-09-10,2,83,-691.59645541626378,-724.39279999999997,-32.796344583736186
2025-09-10,2,84,-682.81600358319668,-745.58624999999995,-62.770246416803275
2025-09-10,2,85,-613.12813617135942,-735.65966666666657,-122.53153049530715
2025-09-10,2,86,-580.21454838465468,-675.33798333333323,-95.12343494867855
2025-09-10,2,87,-579.49316402209672,-594.92791666666665,-15.434752644569926
2025-09-10,2,88,-501.23441292263095,-547.07191666666665,-45.8375037440357
2025-09-10,2,89,-432.55214892176656,-469.57510000000002,-37.022951078233461
2025-09-10,2,90,-402.52150086540115,-365.41374999999999,37.107750865401158
2025-09-10,2,91,-351.25658006006182,-305.52713333333327,45.729446726728554
2025-09-10,2,92,-298.25243924373495,-256.55520000000001,41.697239243734941
2025-09-10,2,93,-242.9121537701163,-195.80749999999998,47.104653770116329
2025-09-10,2,94,-174.68703804385041,-137.28784999999993,37.399188043850472
2025-09-10,2,95,-122.25124255896314,-90.298800000000028,31.952442558963114
2025-09-10,2,96,-74.815962079154204,-54.602083333333361,20.213878745820843
2025-09-10,2,97,-23.849318339595584,-16.501733333333277,7.3475850062623067
2025-09-10,2,98,34.184287836901753,57.317650000000036,23.133362163098283
2025-09-10,2,99,92.406724690826877,150.14874999999998,57.742025309173101
2025-09-10,2,100,144.16466883276644,199.38780000000006,55.223131167233618
2025-09-10,2,101,193.88738941095025,181.56884999999997,-12.318539410950279
2025-09-10,2,102,174.80039031108413,160.12333333333331,-14.677056977750823
2025-09-10,2,103,180.35921327577611,226.53801666666666,46.17880339089055
2025-09-10,2,104,226.14140124987443,283.69929999999999,57.55789875012556
2025-09-10,2,105,286.64919476265652,305.23291666666665,18.583721904010133
2025-09-10,2,106,405.21860144640124,365.52668333333332,-39.691918113067914
2025-09-10,2,107,428.5685397334546,465.04643333333337,36.477893599878769
2025-09-10,2,108,490.7653270259205,537.85041666666666,47.085089640746162
2025-09-10,2,109,535.02367862027029,517.66731666666658,-17.356361953603709
2025-09-10,2,110,538.13070198243418,515.55813333333333,-22.572568649100845
2025-09-10,2,111,504.95851324197224,549.17999999999995,44.221486758027709
2025-09-10,2,112,494.25455552412433,523.74396666666667,29.489411142542338
2025-09-10,2,113,538.9372062698036,510.32488333333339,-28.612322936470207
2025-09-10,2,114,577.56177349719201,527.92666666666662,-49.635106830525388
2025-09-10,2,115,563.93411008446208,522.66980000000001,-41.264310084462068
2025-09-10,2,116,538.69841659025792,520.77436666666665,-17.924049923591269
2025-09-10,2,117,546.55205866486142,528.85500000000002,-17.697058664861402
2025-09-10,2,118,578.58446410686656,521.30989999999997,-57.274564106866592
2025-09-10,2,119,582.74159701071665,505.68830000000003,-77.053297010716619
2025-09-10,2,120,554.01846709836002,496.76500000000004,-57.253467098359977
2025-09-10,2,121,556.59962478089722,505.39038333333332,-51.209241447563898
2025-09-10,2,122,553.23663365207801,532.30013333333329,-20.93650031874472
2025-09-10,2,123,546.31568646559219,566.44999999999993,20.134313534407738
2025-09-10,2,124,578.5876037084214,583.22231666666664,4.6347129582452453
2025-09-10,2,125,581.80094404384772,545.37078333333341,-36.430160710514315
2025-09-10,2,126,537.8919123028885,517.0716666666666,-20.820245636221898
2025-09-10,2,127,537.8919123028885,597.11598333333336,59.224071030444861
2025-09-10,2,128,552.36809442381343,614.64833333333331,62.280238909519881
2025-09-10,2,129,552.36809442381343,553.34833333333336,0.98023890951992598
2025-09-10,2,130,552.36809442381343,558.27781666666669,5.9097222428532632
2025-09-10,2,131,520.34063438554597,534.35711666666668,14.016482281120716
2025-09-10,2,132,448.89034483301776,476.64333333333337,27.75298850031561
2025-09-10,2,133,456.53711173518394,486.62503333333331,30.087921598149364
2025-09-10,2,134,472.49600057711473,485.79509999999999,13.299099422885263
2025-09-10,2,135,464.07962330808181,457.56833333333333,-6.5112899747484789
2025-09-10,2,136,436.85571573573657,465.40789999999998,28.552184264263417
2025-09-10,2,137,449.99388779349852,461.95256666666666,11.958678873168139
2025-09-10,2,138,456.21659119433622,447.70499999999998,-8.5115911943362335
2025-09-10,2,139,457.09629712296169,473.50990000000002,16.413602877038329
2025-09-10,2,140,452.42024653741919,486.88811666666669,34.467870129247501
2025-09-10,2,141,436.31315444622965,462.41333333333336,26.100178887103709
2025-09-10,2,142,436.31315444622965,427.05405000000002,-9.2591044462296281
2025-09-10,2,143,441.98299921480105,402.5645833333333,-39.418415881467752
2025-09-10,2,144,458.61279085623272,411.435,-47.177790856232718
2025-09-11,0,1,580.99408942679213,623.36185,42.367760573207875
2025-09-11,0,2,575.51849716223046,596.60473333333334,21.086236171102883
2025-09-11,0,3,587.75195276365889,557.98666666666668,-29.765286096992213
2025-09-11,0,4,598.01656768086252,566.8440333333333,-31.172534347529222
2025-09-11,0,5,609.5034901381315,580.55180000000007,-28.951690138131426
2025-09-11,0,6,636.04300344619935,580.14999999999998,-55.893003446199373
2025-09-11,0,7,603.31011766696656,588.98463333333336,-14.325484333633199
2025-09-11,0,8,596.73806671073328,600.2506166666667,3.512549955933423
2025-09-11,0,9,608.55862781498274,593.38666666666666,-15.171961148316086
2025-09-11,0,10,604.64541083961012,563.36969999999997,-41.275710839610156
2025-09-11,0,11,599.47713648646697,584.4703833333333,-15.006753153133673
2025-09-11,0,12,593.29292191221612,624.70166666666671,31.408744754450595
2025-09-11,0,13,576.32208419694962,581.76768333333337,5.4455991363837484
2025-09-11,0,14,589.88616554139674,570.29773333333333,-19.588432208063409
2025-09-11,0,15,612.32287907278226,614.62833333333333,2.3054542605510733
2025-09-11,0,16,601.21489318843157,620.21760000000006,19.002706811568487
2025-09-11,0,17,596.79888510697026,600.09339999999997,3.2945148930297137
2025-09-11,0,18,600.32371678511731,583.09333333333336,-17.23038345178395
2025-09-11,0,19,601.13308761371127,582.36436666666668,-18.768720947044585
2025-09-11,0,20,597.63249672938457,598.21985000000006,0.58735327061549469
2025-09-11,0,21,596.21496789965215,609.35500000000002,13.140032100347867
2025-09-11,0,22,599.47713648646697,590.55370000000005,-8.923436486466926
2025-09-11,0,23,595.39813135400766,574.07706666666661,-21.32106468734105
2025-09-11,0,24,595.69595319243069,582.31333333333339,-13.382619859097304
2025-09-11,0,25,600.02139372942054,608.53525000000002,8.5138562705794811
2025-09-11,0,26,601.30351301980329,627.80588333333333,26.502370313530037
2025-09-11,0,27,600.32371678511731,621.61333333333334,21.289616548216031
2025-09-11,0,28,596.21496789965215,592.94611666666663,-3.2688512329855257
2025-09-11,0,29,598.05366397113482,585.97915,-12.07451397113482
2025-09-11,0,30,599.63300622235909,608.85666666666668,9.2236604443075976
2025-09-11,0,31,609.77103234775075,627.33058333333327,17.559550985582518
2025-09-11,0,32,613.48554043536944,624.05449999999996,10.568959564630518
2025-09-11,0,33,603.55930195023802,607.61500000000001,4.0556980497619861
2025-09-11,0,34,596.07508216637109,609.05103333333329,12.975951166962204
2025-09-11,0,35,663.57306193082297,670.04191666666668,6.4688547358437063
2025-09-11,0,36,768.52540996533173,740.55374999999992,-27.97165996533181
2025-09-11,0,37,720.36441598011299,730.05798333333325,9.69356735322026
2025-09-11,0,38,665.21146669289192,674.98368333333337,9.7722166404414565
2025-09-11,0,39,613.44840380487813,617.79458333333343,4.3461795284553091
2025-09-11,0,40,563.59070267765071,568.00081666666665,4.4101139890159402
2025-09-11,0,41,499.94037476749389,512.23963333333324,12.299258565839352
2025-09-11,0,42,437.19703984363679,446.55166666666668,9.3546268230298892
2025-09-11,0,43,384.50943121110782,381.74459999999999,-2.7648312111078326
2025-09-11,0,44,331.37116524368435,327.02671666666674,-4.3444485770176016
2025-09-11,0,45,275.52416848302943,259.84833333333336,-15.67583514969607
2025-09-11,0,46,180.99641840591485,173.64096666666674,-7.3554517392481102
2025-09-11,0,47,234.82261347487739,238.50778333333338,3.6851698584559927
2025-09-11,0,48,397.06642553500052,395.30124999999998,-1.7651755350005374
2025-09-11,0,49,360.6308433157472,401.23315000000002,40.602306684252824
2025-09-11,0,50,279.78421120802506,367.64106666666675,87.856855458641689
2025-09-11,0,51,219.85523922035131,352.77999999999992,132.92476077964861
2025-09-11,0,52,169.36738959270437,286.34026666666676,116.97287707396239
2025-09-11,0,53,120.69931308705706,164.89229999999998,44.192986912942914
2025-09-11,0,54,57.185448052004482,63.58583333333339,6.4003852813289086
2025-09-11,0,55,25.811036119721848,62.726816666666764,36.915780546944916
2025-09-11,0,56,-17.301258675646597,29.303966666666685,46.605225342313283
2025-09-11,0,57,-58.440534456128567,-61.305833333333339,-2.8652988772047721
2025-09-11,0,58,-92.779120995614448,-107.91414999999991,-15.135029004385459
2025-09-11,0,59,-129.63471818086205,-152.96934999999999,-23.33463181913794
2025-09-11,0,60,-170.75755045981668,-216.64458333333337,-45.887032873516688
2025-09-11,0,61,-210.33732449410704,-262.63731666666655,-52.299992172559513
2025-09-11,0,62,-238.07800652113596,-270.88658333333342,-32.808576812197458
2025-09-11,0,63,-269.62112925395894,-277.68000000000001,-8.058870746041066
2025-09-11,0,64,-318.15624499806489,-335.72519999999986,-17.568955001934967
2025-09-11,0,65,-351.26130862766286,-362.07488333333339,-10.813574705670533
2025-09-11,0,66,-356.16525991721437,-357.18625000000003,-1.0209900827856586
2025-09-11,0,67,-356.91296470671097,-400.55026666666646,-43.637301959955494
2025-09-11,0,68,-358.74058614250879,-420.61426666666648,-61.873680524157692
2025-09-11,0,69,-373.63004467672243,-406.06458333333347,-32.434538656611039
2025-09-11,0,70,-392.46722583917943,-428.57143333333323,-36.104207494153798
2025-09-11,0,71,-427.27569788898745,-494.06233333333347,-66.786635444346018
2025-09-11,0,72,-493.65968400875499,-579.64041666666651,-85.980732657911517
2025-09-11,0,73,-465.93024731866944,-638.28146666666669,-172.35121934799724
2025-09-11,0,74,-455.29996761727426,-580.28835000000015,-124.98838238272589
2025-09-11,0,75,-472.60850956819667,-502.11500000000007,-29.5064904318034
2025-09-11,0,76,-429.71732758177785,-592.83998333333329,-163.12265575155544
2025-09-11,0,77,-365.06052286807272,-636.52025000000015,-271.45972713192742
2025-09-11,0,78,-345.40786006942153,-569.9595833333334,-224.55172326391187
2025-09-11,0,79,-321.65330434283413,-535.70510000000013,-214.051795657166
2025-09-11,0,80,-289.08108847136617,-479.08741666666657,-190.0063281953004
2025-09-11,0,81,-284.93593345638874,-394.89499999999981,-109.95906654361107
2025-09-11,0,82,-258.12328239529279,-350.19825000000009,-92.074967604707297
2025-09-11,0,83,-221.25024373016717,-297.61916666666667,-76.368922936499501
2025-09-11,0,84,-181.84321992064346,-222.20458333333332,-40.361363412689855
2025-09-11,0,85,-141.69693676346847,-166.62564999999995,-24.928713236531479
2025-09-11,0,86,-115.7845691222542,-153.39139999999998,-37.606830877745779
2025-09-11,0,87,-84.250505799921939,-152.71000000000004,-68.459494200078097
2025-09-11,0,88,-16.572225602844053,-105.52778333333329,-88.955557730489232
2025-09-11,0,89,40.77667710389975,-22.74388333333339,-63.520560437233144
2025-09-11,0,90,55.590476620506855,51.012083333333372,-4.5783932871734834
2025-09-11,0,91,98.474739567808072,77.829783333333282,-20.64495623447479
2025-09-11,0,92,157.97952265778608,108.12703333333336,-49.852489324452719
2025-09-11,0,93,210.51421539617226,181.09583333333345,-29.418382062838816
2025-09-11,0,94,253.6690098194907,288.29980000000006,34.630790180509365
2025-09-11,0,95,320.59468330340314,367.61359999999996,47.018916696596818
2025-09-11,0,96,398.03684957273248,409.89041666666662,11.853567093934146
2025-09-11,0,97,447.39949380232866,458.89701666666673,11.497522864338066
2025-09-11,0,98,496.19054371887029,506.98569999999995,10.795156281129664
2025-09-11,0,99,531.86620925663988,557.09083333333331,25.224624076693431
2025-09-11,0,100,605.24908525501803,628.02560000000005,22.776514744982023
2025-09-11,0,101,669.205668025563,705.29391666666652,36.088248641103519
2025-09-11,0,102,704.47232752466243,761.74125000000004,57.268922475337604
2025-09-11,0,103,758.50495740686085,786.35948333333329,27.854525926472434
2025-09-11,0,104,816.04642736446476,845.20446666666658,29.158039302201814
2025-09-11,0,105,882.17552615426632,937.55166666666673,55.376140512400411
2025-09-11,0,106,967.24902015815326,974.0979000000001,6.8488798418468377
2025-09-11,0,107,928.01604726159155,864.84226666666655,-63.173780594925006
2025-09-11,0,108,757.23639490600715,731.04250000000002,-26.193894906007131
2025-09-11,0,109,785.41572009163622,795.87441666666666,10.458696575030444
2025-09-11,0,110,811.83326807672938,855.72744999999998,43.894181923270594
2025-09-11,0,111,773.50169398751041,822.86166666666668,49.359972679156272
2025-09-11,0,112,798.89294223442505,789.90079999999989,-8.9921422344251596
2025-09-11,0,113,837.49805054892965,763.42835000000002,-74.069700548929632
2025-09-11,0,114,799.52025412935109,754.15500000000009,-45.365254129351001
2025-09-11,0,115,803.1111504976634,783.47561666666672,-19.635533830996678
2025-09-11,0,116,799.65757688645772,796.38608333333332,-3.2714935531244009
2025-09-11,0,117,800.15081842563688,776.2833333333333,-23.867485092303582
2025-09-11,0,118,824.85181225383758,764.78734999999995,-60.064462253837632
2025-09-11,0,119,841.90196118855613,800.72249999999997,-41.179461188556161
2025-09-11,0,120,835.18819085728455,839.40500000000009,4.2168091427155332
2025-09-11,0,121,837.07088140056931,801.37458333333336,-35.696298067235944
2025-09-11,0,122,808.63487251651168,790.9590833333333,-17.675789183178381
2025-09-11,0,123,792.54706444996236,828.78166666666664,36.234602216704275
2025-09-11,0,124,804.21056979126035,830.10803333333331,25.897463542072956
2025-09-11,0,125,807.12837552927238,810.63046666666662,3.5020911373942454
2025-09-11,0,126,801.40624813599959,804.29166666666663,2.8854185306670388
2025-09-11,0,127,799.55297950064733,822.75545,23.202470499352671
